,id,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
5171,1025313530,153040896,USD,0,19,0,4,0,3.4.2,4+,Health & Fitness,37,5,7,1
5172,1025396583,0,0,0,0,0,1.16,12+,Navigation,37,4,2,1,,
5173,1025601254,78232576,USD,0,3682,14,5,5,1.12.1,4+,Health & Fitness,37,0,1,1
5175,1025628019,0,14,1,3,5,2.6.0,12+,Finance,37,0,1,1,,
5177,1025707485,27117568,USD,0,13674,0,5,0,2.4.2,4+,Productivity,37,1,9,1
5179,1026152405,114930688,USD,0,55,55,4.5,4.5,1.8.1,4+,Games,38,4,1,1
5180,1026311548,218082304,USD,2.99,186,39,4,4,1.6,4+,Education,37,5,1,1
5181,1026540588,0,0,0,0,0,3.0.2,17+,Entertainment,37,3,2,1,,
5182,1026689855,0,0,0,0,0,2.7.0,12+,Finance,38,0,1,1,,
5183,1026717130,0,1,1,5,5,1.0.6,12+,Photo & Video,38,0,1,1,,
5184,1026719224,85194752,USD,0,0,0,0,0,2.0.5,12+,Games,38,5,2,1
5185,1026720146,81313792,USD,0,0,0,0,0,2.2.4,17+,Lifestyle,37,0,2,1
5186,1026736263,0,0,0,0,0,1.0.15,17+,Games,40,0,1,1,,
5187,1026832671,112641024,USD,0,2572,4,4.5,4,3.7,4+,Games,38,5,16,1
5188,1026901472,211572736,USD,2.99,67,13,4.5,5,1.0.4,9+,Games,38,5,10,1
5189,1026909621,138332160,USD,0,1193,92,4.5,4.5,1.6.1,4+,Games,38,5,11,1
5192,1027230451,129245184,USD,0,3046,1,4.5,5,1.1.122,12+,Games,40,5,13,1
5196,1027279455,78394368,USD,0,813,48,2.5,3.5,1.10.3,4+,Lifestyle,37,0,1,1
5197,1027284532,74308608,USD,0,0,0,0,0,1.6.7,4+,Food & Drink,37,0,2,1
5198,1027352017,68480000,USD,0,31180,76,4.5,5,3.5.1,4+,Entertainment,37,5,4,1
5199,1027419374,327118848,USD,2.99,92,5,3.5,4,2.3,4+,Education,38,5,1,1
5201,1027688889,81668096,USD,0,55077,251,4.5,4.5,3.1.9,4+,Games,38,5,17,1
5205,1027799669,378085376,USD,3.99,0,0,0,0,1.1,4+,Education,38,4,1,1
5207,1028003495,164859904,USD,0,1478,88,4.5,4.5,1.44,4+,Games,37,5,1,1
5208,1028179601,134537216,USD,1.99,70,27,4,3.5,1.2,9+,Games,38,5,8,1
5209,1028272877,18505728,USD,1.99,753,3,4.5,3.5,1.1,12+,Utilities,38,5,1,1
5213,1028362533,91105280,USD,0,13637,115,4.5,3,2.4.151,12+,Games,38,5,12,1
5214,1028400679,14913536,USD,0.99,20,10,3,3,1.5,4+,Productivity,38,0,2,1
5215,1028464453,232399872,USD,0,633,633,4.5,4.5,Update 1.1,4+,Entertainment,39,5,10,1
5216,1028546978,923066368,USD,6.99,248,23,4.5,5,1.0.8,9+,Games,24,5,4,1
5217,1028556453,1331712000,USD,6.99,78,78,3.5,3.5,1.0.0,9+,Games,24,5,3,1
5218,1028558002,1331671040,USD,2.99,10,10,2.5,2.5,1.0.0,9+,Games,38,0,3,1
5219,1028610115,636086272,USD,3.99,113,3,4,5,2.2,9+,Games,37,5,8,1
5220,1028623510,457690112,USD,4.99,10828,1850,5,5,1.4.0,12+,Games,38,5,17,1
5222,1028791881,23192576,USD,0.99,0,0,0,0,1.4,4+,Photo & Video,37,0,31,1
5223,1028902794,17666048,USD,0,0,0,0,0,1.2.0,4+,Games,43,4,1,1
5228,1028939296,292899840,USD,0,0,0,0,0,2.1.6,17+,Games,37,5,1,1
5231,1028950091,160432128,USD,0.99,914,3,4.5,4.5,1.7.1,9+,Games,38,5,7,1
5233,1028984371,1504883712,USD,0,1863,462,4,4.5,2.6.2,4+,Games,37,5,1,1
5234,1029033692,160301056,USD,0,447,153,4.5,4.5,1.0.6,4+,Games,38,5,6,1
5238,1029273159,341238784,USD,0,981,23,4.5,4.5,2.6.0,9+,Entertainment,35,5,15,1
5240,1029375276,0,1602,0,4,0,1.1.12,4+,Games,38,5,1,1,,
5243,1029499643,629813248,USD,4.99,78,0,4.5,0,1.4.0,12+,Games,38,5,7,1
5244,1029588869,1925599232,USD,2.99,460,128,3.5,4,1.7,12+,Games,33,5,9,1
5247,1029932207,80509952,USD,1.99,157,14,4,4,1.0.2,4+,Games,37,0,1,1
5251,1030395486,22670336,USD,2.99,770,91,3,3,2.21,4+,Games,37,5,13,1
5252,1030447361,180713472,USD,0,4387,698,4.5,5,1.7.2,17+,Games,37,5,1,1
5253,1030457527,143358976,USD,3.99,48,15,3,3,1.2,4+,Entertainment,38,5,1,1
5254,1030487391,86573056,USD,0,366,3,4,5,1.6.2,17+,Social Networking,37,1,1,1
5255,1030505688,7891968,USD,0,4253,251,4,4,1.3,4+,Social Networking,38,1,31,1
5256,1030522460,672662528,USD,3.99,78,28,4,3,1.3.2,4+,Entertainment,38,5,11,1
5257,1030548464,26484736,USD,0.99,5778,813,4.5,5,1.9.0,4+,Games,40,5,1,1
5258,1030634472,71029760,USD,0,1468,85,4.5,4.5,1.1.1,4+,Games,37,4,10,1
5259,1030710604,124174336,USD,3.99,0,0,0,0,1.5.5,17+,Games,40,5,1,1
5260,1030762703,14659584,USD,1.99,28,7,5,5,2,4+,Utilities,25,5,1,1
5261,1030792602,37148672,USD,1.99,556,202,4.5,4.5,1.1,4+,Games,38,5,1,1
5262,1030804846,153385984,USD,0,13241,212,4.5,4.5,1.3.0,12+,Games,37,5,1,1
5263,1030815031,10979328,USD,0,125,2,3,1,1.5.0,4+,Entertainment,37,0,1,1
5264,1030902626,567910400,USD,4.99,1350,325,4,4.5,1.2,9+,Games,37,5,1,1
5266,1031002863,135236608,USD,0,84062,1450,5,4.5,2,4+,Book,37,4,2,1
5267,1031021466,7095296,USD,2.99,35,17,4,4.5,1.2,4+,Productivity,37,3,3,1
5268,1031088612,4511744,USD,0.99,11,0,4.5,0,3.6.1,4+,Productivity,37,4,3,1
5269,1031152574,108982272,USD,0,1906,1152,4.5,4.5,1.1.3,17+,Games,38,5,9,1
5270,1031155880,610393088,USD,2.99,316,35,4,4.5,1.4.2,4+,Education,37,5,10,1
5271,1031164407,0,0,0,0,0,2.7,17+,Social Networking,40,4,1,1,,
5272,1031228862,151161856,USD,0,7511,4,4.5,4.5,1.45,4+,Games,38,5,5,1
5273,1031388734,992354304,USD,2.99,9,9,3.5,3.5,1.0.0,9+,Games,38,0,5,1
5274,1031390478,985018368,USD,6.99,72,72,4.5,4.5,1.0.0,9+,Games,24,5,5,1
5275,1031391869,74444800,USD,0,125,6,4.5,4,2.5.2,4+,Entertainment,37,0,1,1
5276,1031406492,705732608,USD,0.99,429,429,4.5,4.5,1.0.0,4+,Games,38,5,1,1
5279,1031530508,95984640,USD,2.99,47,47,4.5,4.5,1,9+,Games,37,5,1,1
5280,1031569021,166575104,USD,0,1692,49,4.5,4.5,18.32,9+,Games,40,5,1,1
5281,1031704553,47351808,USD,0,0,0,0,0,1.1,4+,Games,38,5,1,1
5282,1031706898,528184320,USD,0,2129,189,4.5,4,2.0.1,12+,Games,38,5,13,1
5284,1031728646,186636288,USD,0,1133,32,4.5,4.5,2.5.1,4+,Games,37,5,11,1
5285,1031781908,8082432,USD,0.99,55,3,4,3.5,3.1.1,4+,Weather,37,5,3,1
5286,1031791319,0.99,0,0,0,0,2.3.1,17+,Finance,38,0,2,1,,
5287,1031838318,0,0,0,0,0,4,9+,Games,40,3,1,1,,
5288,1031843950,592898048,USD,3.99,875,252,4,4,1.8,4+,Games,37,5,1,1
5289,1031857811,327962624,USD,0,1,1,3,3,1.0.1,17+,Games,40,5,2,1
5290,1031867079,71539712,USD,0,38,15,4.5,4,2.1.0,4+,Games,40,5,3,1
5294,1032040117,175010816,USD,0,1776,45,4.5,4.5,1.8.8,12+,Games,37,5,7,1
5297,1032240256,0,12,1,4.5,5,1.1.0,4+,Games,40,0,1,1,,
5299,1032298135,0,0,0,0,0,1.0.5,17+,Games,37,4,42,1,,
5300,1032301062,15563776,USD,0,21012,1427,4.5,4.5,2,17+,Entertainment,37,5,1,1
5301,1032308323,65808384,USD,0,141,0,4,0,1.2.4,4+,Games,40,4,4,1
5303,1032381310,556161024,USD,0,55011,774,4.5,4.5,2.8.0,12+,Games,38,5,1,1
5305,1032432287,63474688,USD,0,297,23,4,4.5,1.7.1,9+,Productivity,37,0,1,1
5306,1032443533,280523776,USD,0,9768,90,4.5,4.5,62.20.102,4+,Games,37,5,13,1
5307,1032451280,101144576,USD,0,496,242,4,4,1.1.0,12+,Games,37,5,15,1
5308,1032460746,1233862656,USD,2.99,68,26,4.5,4.5,1.1.0,9+,Games,37,5,10,1
5309,1032464015,27328512,USD,0,0,0,0,0,1.5,4+,Games,38,2,1,1
5311,1032708262,82202624,USD,2.99,1679,1131,5,4.5,1.0.2,9+,Games,43,5,1,1
5312,1032743715,709790720,USD,3.99,2503,404,4.5,4.5,1.1.3,9+,Games,38,5,9,1
5314,1032845453,399747072,USD,0,4385,118,4.5,4.5,1.3.0,4+,Entertainment,35,5,1,1
5315,1032934485,89788416,USD,0,41,41,4,4,1.02,4+,Games,43,5,1,1
5317,1032997004,35807232,USD,0,6313,2349,4.5,4.5,1.1.1,4+,Games,40,5,1,1
5318,1033014013,32857088,USD,0,4375,400,4.5,4.5,1.8,4+,Games,38,1,1,1
5319,1033049320,10225664,USD,0,0,0,0,0,1.9,17+,Social Networking,37,0,1,1
5320,1033049991,129610752,USD,2.99,155,146,5,5,1.2,4+,Games,40,5,1,1
5321,1033076651,111104000,USD,0,229,13,4,4.5,3.5.6,4+,Games,40,5,2,1
5327,1033117027,148458496,USD,0,0,0,0,0,1.4,4+,Games,40,4,1,1
5329,1033229197,466280448,USD,4.99,34,27,5,5,1.0.1,9+,Games,40,5,1,1
5330,1033282601,920238080,USD,0,10771,186,4.5,4.5,1.8.21,9+,Games,37,5,12,1
5331,1033342465,2425856,USD,4.99,334,4,4,4.5,2.2.1,4+,Utilities,37,5,1,1
5332,1033387365,1038312448,USD,0,405,7,4.5,4.5,1.0.8,9+,Games,38,5,1,1
5334,1033521131,389818368,USD,0,1392,486,4.5,4.5,1.0.5,12+,Games,40,5,1,1
5335,1033617377,474566656,USD,0,815,484,4.5,5,1.3,9+,Games,37,5,1,1
5336,1033645055,1547264,USD,4.99,214,3,1,1,1.1.0,4+,Utilities,38,1,1,1
5337,1033679736,30904320,USD,1.99,36,0,3.5,0,1.4,9+,Games,37,5,9,1
5338,1033682827,949374976,USD,6.99,84,84,4,4,1.0.0,9+,Games,24,5,4,1
5339,1033685038,796377088,USD,2.99,20,20,4,4,1.0.0,9+,Games,38,0,4,1
5340,1033746864,65872896,USD,0,648,11,4.5,4,2.0.24.2,17+,Entertainment,24,5,1,1
5341,1033781064,289340416,USD,0,256,8,3.5,2.5,3.4.3,4+,Games,38,5,1,1
5342,1033803652,107298816,USD,0,236,19,3.5,4,5,4+,Games,37,0,1,1
5344,1033873301,15110144,USD,1.99,7776,7776,5,5,1.1,4+,Games,38,4,14,1
5345,1034018838,786240512,USD,0,1368,766,4,4,1.1.0,12+,Games,37,5,15,1
5346,1034019709,122604544,USD,0,10122,1060,4.5,4.5,1.8.1,17+,Games,38,2,1,1
5347,1034091427,345457664,USD,0,572,353,4,4,1.3,12+,Games,37,4,1,1
5351,1034201612,150419456,USD,0,870,8,4.5,4.5,1.6.0,12+,Games,37,5,9,1
5354,1034310786,250993664,USD,0,793,457,3,3.5,2,12+,Games,38,4,1,1
5355,1034383306,360306688,USD,0,2908,270,5,5,1.3.0,4+,Games,37,5,17,1
5356,1034399175,1412444160,USD,6.99,43,43,4,4,1.0.0,9+,Games,24,5,3,1
5357,1034420003,323473408,USD,0,33407,5946,4.5,4.5,2.08,4+,Games,38,5,11,1
5358,1034523226,770732032,USD,0,143,4,4,4,6.9,4+,Education,37,5,1,1
5359,1034533362,37068800,USD,0,766,459,3.5,3,1.3,4+,Games,40,5,1,1
5360,1034591399,293198848,USD,2.99,54,35,3.5,3.5,1.01,4+,Games,37,0,1,1
5362,1034630958,68935680,USD,0,11748,1113,4.5,4.5,1.8.4,4+,Games,37,5,15,1
5364,1034658841,402743296,USD,3.99,940,135,4.5,4,1.371,12+,Games,38,3,1,1
5367,1034714533,14171136,USD,0,57,5,3,3,2.5,4+,Games,38,2,1,1
5368,1034773723,182592512,USD,3.99,458,23,4.5,4.5,1.7.0,4+,Games,38,5,9,1
5369,1034774337,63175680,USD,0.99,21,12,3.5,3.5,1.0.6,4+,Photo & Video,37,5,4,1
5370,1034933180,497758208,USD,4.99,20,3,4,3.5,2.2,4+,Education,24,5,1,1
5371,1034934076,497315840,USD,2.99,7,1,3,4,2.2,4+,Education,38,0,1,1
5372,1034995058,28734464,USD,0,1765,0,4.5,0,2.0.6,12+,News,37,4,1,1
5373,1035107039,0.99,0,0,0,0,14.2,12+,Games,43,5,1,1,,
5374,1035142291,89583616,USD,0,222,0,3,0,2.4.1,12+,Photo & Video,25,0,9,1
5375,1035161188,53959680,USD,0.99,178,4,4,3,1.2.1,4+,Lifestyle,37,5,1,1
5376,1035197114,32099328,USD,2.99,0,0,0,0,1.3.1,4+,Music,37,0,2,1
5377,1035217840,132829184,USD,0.99,254,164,5,5,1.4,4+,Games,43,5,1,1
5378,1035219553,18984960,USD,0.99,7,7,5,5,1.0.7,4+,Photo & Video,43,5,5,1
5379,1035219562,27561984,USD,0.99,32,32,4.5,4.5,1.0.7,4+,Photo & Video,43,5,5,1
5380,1035220162,19247104,USD,0.99,6,6,4.5,4.5,1.0.7,4+,Photo & Video,43,5,5,1
5382,1035238692,201877504,USD,0,1267,11,3.5,3,1.4.6,4+,Games,38,5,1,1
5383,1035245749,0,0,0,0,0,5.2,12+,Games,40,5,1,1,,
5384,1035263816,210848768,USD,0,1718,4,4.5,5,2.3,4+,Health & Fitness,37,5,14,1
5385,1035299535,210242560,USD,0,77,8,4,5,1.3,4+,Games,38,5,11,1
5387,1035331258,81171456,USD,4.99,8675,245,4.5,5,3.2,4+,Business,37,5,13,1
5388,1035355817,22918144,USD,5.99,771,34,5,5,1.7.0,4+,Productivity,37,3,9,1
5389,1035361376,73947136,USD,0,805,191,4.5,4.5,2.3.1,12+,Food & Drink,37,0,1,1
5391,1035460404,89306112,USD,0,100,19,4,4,0.8,9+,Games,38,5,1,1
5392,1035494079,190661632,USD,0,37,0,3.5,0,2.2.6,12+,Games,40,3,1,1
5396,1035525494,2057388032,USD,14.99,0,0,0,0,1.0.1,12+,Games,40,0,1,0
5397,1035542049,0,0,0,0,0,1.0.18,4+,Book,37,0,1,1,,
5399,1035582408,139894784,USD,0,250,159,4,4,1.1,4+,Games,40,5,11,1
5403,1035635092,278928384,USD,2.99,10,10,3,3,1,4+,Games,40,4,1,1
5404,1035663068,23249920,USD,2.99,0,0,0,0,1.2,4+,Education,38,4,1,1
5405,1035689743,32659456,USD,4.99,139,1,3.5,4,3.1.4,4+,Productivity,37,5,1,1
5406,1035690802,1323163648,USD,7.99,1350,388,4,4.5,1.0.4,9+,Games,25,5,7,1
5407,1035696371,232353792,USD,0,12123,107,4.5,4,2.4.6,12+,Games,38,5,1,1
5408,1035837482,50572288,USD,0,3354,5,4.5,5,1.6.6,4+,Lifestyle,37,5,30,1
5409,1035993638,207080448,USD,0,4638,6,5,5,1.29.1,4+,Games,38,5,1,1
5410,1036062958,23475200,USD,0,0,0,0,0,1.0.1,4+,Games,40,4,2,1
5411,1036066107,15195136,USD,0,830,540,4.5,4.5,1.1.1,4+,Photo & Video,38,5,1,1
5413,1036088441,103661568,USD,0,2251,201,4.5,4.5,5,4+,Games,37,5,13,1
5414,1036094312,0,0,0,0,0,1.4,12+,Games,38,5,1,1,,
5416,1036129117,111789056,USD,0,0,0,0,0,1.7.4,12+,Games,37,5,1,1
5417,1036141497,38459392,USD,0,4013,163,4.5,4.5,5.4,4+,Music,38,0,11,1
5418,1036157827,251606016,USD,1.99,6,6,3,3,1,12+,Games,37,5,1,1
5419,1036205036,6329344,USD,0.99,10,9,3,3,1.0.1,4+,Navigation,38,4,7,1
5420,1036435323,48359424,USD,0,3355,8,4,4,3.0.26,12+,Entertainment,37,4,1,1
5421,1036437162,146113536,USD,0,909,106,4,3.5,1.0.3,4+,Music,35,5,34,1
5422,1036517151,302585856,USD,1.99,66,4,2.5,3.5,2,4+,Book,38,5,14,1
5423,1036661603,138529792,USD,0,30670,279,4.5,4.5,1.5.2,4+,Games,40,5,12,1
5425,1036723978,103895040,USD,13.99,499,126,4.5,4.5,2.2,4+,Reference,37,0,11,1
5427,1036859032,121535488,USD,0,2605,27,4,2.5,2.9.4,4+,Games,40,5,5,1
5428,1037103749,629897216,USD,2.99,67,15,4,3.5,1.5,4+,Education,38,5,1,1
5429,1037160778,262576128,USD,0.99,12,4,4.5,4.5,1.0.1,9+,Games,37,5,1,1
5432,1037285199,84629504,USD,3.99,1024,390,4.5,4.5,1.3,4+,Utilities,37,0,11,1
5433,1037414606,106321920,USD,0,2853,220,4,4,1.1.5,4+,Games,38,5,13,1
5434,1037420924,191398912,USD,0,2659,64,4.5,4.5,1.4.3,4+,Games,38,5,13,1
5435,1037601932,33418240,USD,2.99,1,1,5,5,1.0.8,9+,Games,43,4,1,1
5437,1037712285,60442624,USD,4.99,66,8,4.5,4,1.3.0,4+,Productivity,37,5,1,1
5443,1037781582,27377664,USD,1.99,376,281,2.5,3,1.3,4+,Lifestyle,37,0,1,1
5444,1037799797,0.99,0,0,0,0,2.4,9+,Games,40,5,1,1,,
5445,1037820836,169842688,USD,0.99,228,19,4,4.5,1.3,4+,Games,37,5,1,1
5446,1037823594,227164160,USD,0,169,169,4,4,1.4,4+,Games,40,5,1,1
5447,1037830332,48986112,USD,2.99,313,119,4,4,1.5,4+,Music,38,0,11,1
5448,1037866921,64569344,USD,0.99,16,4,1.5,1,2.2,4+,Education,43,5,1,1
5455,1038007349,83069952,USD,0,89,73,5,5,1.1,4+,Games,38,0,3,1
5461,1038313415,296638464,USD,0,0,0,0,0,1.0.5,4+,Games,40,5,2,1
5465,1038376578,200816640,USD,3.99,273,18,3,3,1.1,4+,Education,37,5,1,1
5466,1038379658,263876608,USD,2.99,0,0,0,0,1.0.0,4+,Games,40,5,1,1
5467,1038384580,50857984,USD,2.99,0,0,0,0,3.0.3,17+,Utilities,37,0,6,1
5468,1038653883,84699136,USD,0,3809,216,4.5,4.5,2.26,12+,Lifestyle,37,0,3,1
5471,1038796140,660983808,USD,0,3047,42,4,4.5,2.7.5,4+,Games,37,4,3,1
5473,1038849525,53268480,USD,0,1149,197,4.5,4.5,2.6.1,4+,Photo & Video,37,5,11,1
5474,1038866266,96497664,USD,0,1074,76,4.5,4.5,3.0.6,4+,Games,37,5,1,1
5475,1039011796,2328133632,USD,6.99,54,54,4,4,1.0.0,9+,Games,24,5,4,1
5476,1039129211,848699392,USD,6.99,109,109,3.5,3.5,1.0.0,9+,Games,24,5,5,1
5477,1039133072,848715776,USD,2.99,15,15,3,3,1.0.0,9+,Games,38,0,5,1
5478,1039141908,4.99,342,213,4.5,4,1.2,9+,Games,37,5,1,1,,
5479,1039171609,14241792,USD,0,0,0,0,0,1.2.1,17+,Lifestyle,38,0,1,1
5483,1039260250,114951168,USD,0,51,0,3.5,0,1.71,9+,Photo & Video,37,0,17,1
5485,1039264027,67274752,USD,0,247,1,2.5,3,2.0.13,4+,Entertainment,37,5,1,1
5486,1039514679,209350656,USD,1.99,1,1,4,4,1.102,4+,Games,38,0,1,1
5487,1039596715,47126528,USD,3.99,24,4,4.5,5,2.3.5,4+,Productivity,37,5,2,1
5488,1039637425,103745536,USD,0,99,81,4,4,1.1,4+,Games,40,5,1,1
5491,1039728737,150564864,USD,0,100,100,2.5,2.5,1.00.01,12+,Games,38,4,1,1
5501,1039848719,1496265728,USD,0,7609,293,4,4.5,1.4.0,12+,Games,25,5,8,1
5503,1039883456,62963712,USD,0,0,0,0,0,4.0.1,4+,Entertainment,37,5,2,1
5504,1039910808,102250496,USD,3.99,3,3,4.5,4.5,1,4+,Games,38,5,13,1
5505,1039945866,18359296,USD,1.99,22,0,4,0,1.5,4+,News,37,3,1,1
5506,1039971485,321781760,USD,2.99,35,1,4.5,5,2.2,4+,Education,37,5,1,1
5507,1039971965,118773760,USD,0,2743,149,4.5,4.5,1.6,12+,Games,38,5,10,1
5514,1040048258,21210112,USD,0,0,0,0,0,1.7.3,17+,Games,37,0,1,1
5516,1040083067,149037056,USD,0,3323,0,4,0,1.0.138,12+,Games,40,5,2,1
5517,1040093707,96234496,USD,0,11696,2109,4.5,4.5,3.0.1,4+,Business,37,5,13,1
5518,1040105227,18067456,USD,0,0,0,0,0,1.6,17+,Entertainment,40,0,1,1
5519,1040120819,130982912,USD,2.99,111,6,3.5,4,2.0.7,12+,Games,37,4,2,1
5522,1040172229,218488832,USD,0,13345,556,4.5,4.5,1.19.0,12+,Games,38,5,1,1
5524,1040224715,6730752,USD,0,46,6,2,2.5,2,12+,Lifestyle,37,1,1,1
5525,1040227414,214897664,USD,1.99,3980,120,4,4.5,3.1.9,9+,Games,37,4,1,1
5527,1040366566,208276480,USD,0,0,0,0,0,1.0.29,12+,Games,37,5,2,1
5528,1040407117,136144896,USD,0,63,2,3.5,5,1.0.7,4+,Games,37,5,1,1
5529,1040417757,622986240,USD,2.99,0,0,0,0,1.2.1,4+,Games,38,5,1,1
5530,1040444258,122825728,USD,0,94,4,4,5,1.2,4+,Games,38,5,1,1
5531,1040451375,22317056,USD,2.99,885,312,4.5,4.5,1.5,4+,Music,38,5,14,1
5532,1040451985,49267712,USD,0,2211,803,4,4.5,1.5,4+,Music,38,5,14,1
5534,1040523600,31244288,USD,0.99,5,1,4.5,4,1.2.13,4+,Games,40,4,16,1
5535,1040608649,68122624,USD,0,10275,240,4.5,4.5,1.1.4,4+,Games,37,3,1,1
5536,1040671838,270223360,USD,0,1189,180,4,4.5,1.12.383,9+,Games,37,5,18,1
5537,1040713617,0,0,0,0,0,2.12.1,17+,Games,37,0,1,1,,
5540,1040803415,539088896,USD,0,89,2,3,5,2.1.1,4+,Games,38,5,11,1
5541,1040809311,188083200,USD,4.99,12,2,2.5,3,1.2,9+,Games,24,5,1,1
5542,1040811649,52037632,USD,0,0,0,0,0,3.6,17+,Health & Fitness,37,0,2,1
5543,1040871937,42303488,USD,0,1660,38,4.5,4,1.2.0,4+,Games,38,5,10,1
5544,1040930654,94819328,USD,4.99,270,51,4.5,4.5,1.0.9,4+,Games,40,5,1,1
5545,1040968715,267152384,USD,2.99,46,6,4.5,4.5,1.1.2,4+,Education,37,5,58,1
5548,1041260001,20.99,1502,63,4.5,4,1.4.9,12+,Games,38,5,5,1,,
5549,1041317729,110645248,USD,9.99,95,25,2,2.5,1.2,4+,Games,24,5,8,1
5552,1041370707,0,62,6,4.5,5,2.3.4,12+,Games,40,5,1,1,,
5554,1041406978,3366912,USD,0,104,3,4,4,1.9.28,12+,Games,37,5,6,1
5555,1041465860,205972480,USD,29.99,298,35,5,5,1.1.1,4+,Music,25,5,1,1
5556,1041512978,252779520,USD,2.99,187,4,4.5,5,1.3.1,4+,Weather,37,4,5,1
5557,1041517543,71352320,USD,0,4668,4256,5,5,2.8.1,4+,Health & Fitness,37,0,1,1
5558,1041528293,255226880,USD,0,382,18,3.5,4,1.4.8,4+,Education,37,5,1,1
5559,1041596399,15664128,USD,0,2373,525,3.5,3.5,1.4.2,4+,Photo & Video,37,3,27,1
5560,1041631196,172334080,USD,0,12326,1412,4.5,5,1.6,4+,Games,38,4,1,1
5562,1041731729,27394048,USD,0,11,11,3.5,3.5,1,4+,Games,38,5,1,1
5563,1041808803,136069120,USD,1.99,646,48,5,4.5,0.4,4+,Games,40,5,1,1
5564,1041873285,120711168,USD,0,1206,23,4.5,5,1.6,4+,Games,37,4,7,1
5565,1041898963,145756160,USD,0,201,27,4,4.5,2.5,4+,Games,38,5,11,1
5566,1041903908,55187456,USD,0,0,0,0,0,1.0.4,4+,Games,40,3,2,1
5567,1041951266,248264704,USD,0,611,1,4.5,5,2.4.2,9+,Games,37,5,33,1
5569,1041987123,71266304,USD,4.99,160,160,3.5,3.5,1,9+,Games,40,5,1,1
5571,1042173956,12980224,USD,1.99,40,0,2.5,0,1.5,9+,Utilities,37,0,1,1
5572,1042195779,0,0,0,0,0,3.0.4,12+,Games,37,0,1,1,,
5575,1042273323,182239232,USD,0,2094,24,4.5,5,1.5.2,4+,Games,38,5,1,1
5577,1042298797,95689728,USD,2.99,7,1,5,5,1.1,4+,Education,38,5,1,1
5578,1042299727,444225536,USD,3.99,15,0,3.5,0,1.0.6,4+,Book,37,5,4,1
5579,1042300762,99653632,USD,2.99,14,3,4,3.5,1.2,4+,Education,40,5,12,1
5580,1042322028,38733824,USD,3.99,1075,661,4.5,4.5,1.2.0,4+,Games,38,4,11,1
5581,1042326602,194145280,USD,3.99,1046,289,4.5,5,1.24,4+,Games,38,5,9,1
5582,1042345185,250047488,USD,0,1017,912,4.5,4.5,7.1.0,12+,Games,38,5,1,1
5584,1042419574,1833861120,USD,6.99,83,83,4,4,1.0.0,9+,Games,24,5,5,1
5585,1042433429,270425088,USD,0,69,69,4.5,4.5,2.0.7,4+,Games,38,5,1,1
5590,1042770650,0,989,132,4,4.5,1.1,9+,Games,38,5,1,1,,
5593,1042978679,113205248,USD,0,0,0,0,0,1.5.4,9+,Games,40,5,9,1
5594,1042987645,89829376,USD,1.99,1995,271,4,4.5,2.1.3,12+,Photo & Video,37,5,13,1
5595,1043003599,369336320,USD,0,671,8,4.5,5,2.2,12+,Games,37,5,7,1
5596,1043269825,99272704,USD,0,113,113,4,4,1.1,4+,Games,40,5,1,1
5597,1043318628,199417856,USD,0,4623,35,4.5,4.5,1.2.12,9+,Games,37,5,1,1
5598,1043337296,103951360,USD,0,719,83,3,4.5,1.13,12+,Social Networking,37,0,1,1
5599,1043390344,0,0,0,0,0,1.7.5,4+,Finance,38,0,2,1,,
5600,1043450394,132264960,USD,0,0,0,0,0,1.9.2,4+,Games,38,2,1,1
5604,1043579926,331207680,USD,2.99,1744,1096,4.5,4.5,1.2,4+,Education,39,5,18,1
5605,1043589663,437230592,USD,0,11100,15,4,4.5,2.4.0,4+,Games,37,5,16,1
5606,1043607606,96845824,USD,0,19,12,4,4,1.1,4+,Games,40,5,1,1
5607,1043640363,1425611776,USD,0,16879,25,4.5,4,2.4.5,12+,Games,37,5,12,1
5608,1043689670,254233600,USD,0,313,1,4.5,5,2.4.0,12+,Games,37,5,1,1
5609,1043714288,105894912,USD,0.99,15,15,4.5,4.5,1,17+,Games,38,0,1,1
5610,1043733402,1356186624,USD,6.99,81,81,4,4,1.0.0,9+,Games,37,5,4,1
5611,1043824696,98185216,USD,0,340,30,4.5,4.5,1.5.1,4+,Games,37,5,1,1
5613,1044142557,70547456,USD,0,78,59,4.5,4.5,3.1.0,4+,Games,37,1,2,1
5617,1044225211,539506688,USD,0,43,4,3.5,5,1.5,9+,Games,40,4,1,1
5620,1044283059,38347776,USD,0,5,0,2.5,0,3.23.0,4+,Shopping,38,5,5,1
5621,1044286515,257494016,USD,0,729,58,4.5,4,1.1.11,12+,Games,37,5,1,1
5622,1044318857,560714752,USD,2.99,22,14,4,3.5,1.0.1,9+,Games,40,5,9,1
5623,1044341430,1149562880,USD,6.99,123,123,4.5,4.5,1.0.0,9+,Games,24,5,4,1
5624,1044374093,60072960,USD,0,532,64,4.5,4.5,1.1.1,4+,Games,40,5,1,1
5628,1044534100,231426048,USD,0.99,0,0,0,0,1.4.3,4+,Education,37,5,2,1
5629,1044534198,182890496,USD,0,105,0,3.5,0,1.5.0,4+,Games,37,5,1,1
